TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AccountHolderName,Gender,DOB,Account_Opening_Date,Age,TransactionCount,Status,MerchantType
TX000705,AC00295,321.86,2011-01-01,Debit,"Melghat , Maharashtra",D000554,141.241.241.128,ATM,63,Retired,167,1,12626.49,2024-11-04 08:06:35,Baika,Female,1990-04-26,2009-09-03,35,,,Kirana
TX000121,AC00295,53.57,2012-01-01,Debit,"Parbhani , Maharashtra",D000489,45.64.74.86,ATM,69,Retired,121,1,1651.33,2024-11-04 08:08:43,Sunita,Female,1946-08-12,2009-09-20,78,,,Kirana
TX001098,AC00295,451.35,2012-12-31,Credit,"Wardha , Maharashtra",D000440,42.61.10.112,Branch,47,Farmer,223,1,7707.96,2024-11-04 08:07:07,Modeep,Male,1946-10-03,2009-04-13,78,,,Crop/Seed seller
TX000953,AC00295,148.85,2013-12-31,Debit,"Nandurbar , Maharashtra",D000441,155.37.19.43,ATM,57,Labour,25,1,7802.36,2024-11-04 08:08:44,Diesha,Female,1946-04-11,2009-07-01,79,,,Migration Help
TX002272,AC00295,308.85,2014-12-31,Credit,"Parbhani , Maharashtra",D000342,116.43.88.219,Branch,20,Labour,33,2,333.19,2024-11-04 08:08:15,Kalata,Female,1984-02-08,2009-08-11,41,,,Migration Help
TX001595,AC00297,261.19,2010-01-01,Debit,"Washim , Maharashtra",D000608,88.55.149.101,ATM,64,Retired,52,1,7620.6,2024-11-04 08:09:48,Kapriya,Female,1972-11-18,2009-08-07,52,,,Kirana
TX001421,AC00297,66.91,2011-01-01,Debit,"Parbhani , Maharashtra",D000509,51.196.87.214,ATM,39,Farmer,85,1,871.1,2024-11-04 08:10:19,Laika,Female,1974-05-27,2009-05-03,51,,,Crop/Seed seller
TX001000,AC00297,127.8,2012-01-01,Credit,"Parbhani , Maharashtra",D000376,34.169.232.37,Branch,31,Labour,47,1,8630.99,2024-11-04 08:07:02,Suika,Female,1941-06-23,2009-08-11,84,,,Migration Help
TX002333,AC00297,414.64,2012-12-31,Debit,"Hingoli , Maharashtra",D000698,158.129.49.240,Branch,32,Labour,74,1,7253.22,2024-11-04 08:09:17,Ranita,Female,1945-12-25,2009-08-03,79,,,Migration Help
TX000965,AC00297,95.55,2013-12-31,Debit,"Washim , Maharashtra",D000595,42.3.3.101,Branch,33,Labour,51,1,2434.74,2024-11-04 08:10:13,Lapriya,Female,1951-09-08,2009-04-18,73,,,Migration Help
TX002508,AC00297,856.21,2014-12-31,Credit,"Nandurbar , Maharashtra",D000625,21.157.41.17,Branch,33,Farmer,109,1,12690.79,2024-11-04 08:11:29,Manath,Male,1949-07-25,2009-07-02,75,,,Crop/Seed seller
TX001279,AC00297,587.23,2015-12-31,Debit,"Washim , Maharashtra",D000010,50.202.8.53,Online,27,Labour,144,1,500.84,2024-11-04 08:09:21,Laangi,Female,1971-01-19,2009-10-07,54,,,Migration Help
TX002161,AC00297,179.38,2016-12-30,Debit,"Wardha , Maharashtra",D000499,112.56.160.202,Online,30,Labour,28,1,8741.51,2024-11-04 08:08:34,Anesha,Female,2000-09-22,2009-08-08,24,,,Migration Help
TX000712,AC00297,33.61,2017-12-30,Debit,"Buldhana , Maharashtra",D000116,142.184.68.230,Online,23,Farmer,72,1,479.08,2024-11-04 08:08:40,Sunita,Female,1977-04-20,2009-06-12,48,,,Crop/Seed seller
TX000787,AC00297,111.21,2018-12-30,Debit,"Melghat , Maharashtra",D000401,216.151.64.40,Branch,35,Farmer,111,1,9088.36,2024-11-04 08:12:12,Bamita,Female,1977-05-12,2009-03-06,48,,,Crop/Seed seller
TX002438,AC00298,116.33,2010-01-01,Debit,"Nandurbar , Maharashtra",D000391,173.135.78.201,Branch,27,Labour,144,1,1696.15,2024-11-04 08:08:42,Saraj,Male,1949-07-25,2009-03-16,75,,,Migration Help
TX001523,AC00298,77.5,2011-01-01,Credit,"Dhule , Maharashtra",D000333,198.166.198.233,Online,51,Farmer,201,1,11079.77,2024-11-04 08:08:15,Viangi,Female,1943-05-01,2009-12-02,82,,,Crop/Seed seller
TX000174,AC00298,260.88,2012-01-01,Debit,"Buldhana , Maharashtra",D000327,184.59.28.72,Branch,22,Farmer,36,1,903.05,2024-11-04 08:06:52,Moveer,Male,1948-06-20,2009-05-31,77,,,Crop/Seed seller
TX001321,AC00298,10.52,2012-12-31,Debit,"Melghat , Maharashtra",D000137,1.238.163.61,ATM,55,Labour,30,1,2472.99,2024-11-04 08:11:06,Suangi,Female,1994-05-10,2009-10-14,31,,,Migration Help
TX000569,AC00298,163.94,2013-12-31,Credit,"Buldhana , Maharashtra",D000352,154.48.233.165,Branch,52,Labour,73,1,5957.37,2024-11-04 08:09:51,Lajit,Male,1990-11-19,2009-06-11,34,,,Migration Help
TX002240,AC00298,178.26,2014-12-31,Debit,"Melghat , Maharashtra",D000302,92.90.132.79,ATM,59,Labour,59,1,1137.13,2024-11-04 08:08:51,Laraj,Male,1957-01-03,2009-04-07,68,,,Migration Help
TX000857,AC00298,112.94,2015-12-31,Credit,"Yavatmal, Maharashtra",D000265,142.160.124.244,Online,73,Retired,31,1,3807.84,2024-11-04 08:07:19,Sanath,Male,1965-06-08,2009-11-12,60,,,Kirana
TX001277,AC00299,56.62,2010-01-01,Debit,"Wardha , Maharashtra",D000475,48.31.196.24,Branch,54,Labour,121,1,8981.1,2024-11-04 08:08:45,Sukshi,Female,1989-12-28,2009-10-19,35,,,Migration Help
TX001946,AC00299,185.1,2011-01-01,Debit,"Washim , Maharashtra",D000664,211.97.88.141,Branch,53,Farmer,23,1,6115.63,2024-11-04 08:10:41,Kakshi,Female,1958-09-18,2009-06-19,66,,,Crop/Seed seller
TX000340,AC00299,23.71,2012-01-01,Debit,"Nandurbar , Maharashtra",D000284,2.61.10.58,Branch,58,Farmer,164,1,10788.89,2024-11-04 08:09:16,Vimita,Female,1984-04-03,2009-02-03,41,,,Crop/Seed seller
TX000233,AC00299,217.5,2012-12-31,Credit,"Washim , Maharashtra",D000485,101.90.40.193,Branch,46,Farmer,35,1,3057.4,2024-11-04 08:06:58,Kapriya,Female,1961-08-05,2009-06-09,63,,,Crop/Seed seller
TX000310,AC00300,415.88,2010-01-01,Debit,"Wardha , Maharashtra",D000146,152.140.239.181,Branch,70,Retired,170,1,10008.33,2024-11-04 08:08:01,Kaangi,Female,1988-08-09,2009-10-29,36,,,Kirana
TX002388,AC00300,94.64,2011-01-01,Credit,"Dhule , Maharashtra",D000543,216.32.4.105,ATM,28,Labour,144,1,586.76,2024-11-04 08:08:50,Anpriya,Female,1990-07-18,2009-11-13,34,,,Migration Help
TX000322,AC00300,179.43,2012-01-01,Debit,"Gadchiroli , Maharashtra",D000421,189.198.67.252,ATM,58,Farmer,244,1,2626.63,2024-11-04 08:10:00,Monath,Male,1963-05-06,2009-03-30,62,,,Crop/Seed seller
TX001847,AC00300,103.15,2012-12-31,Debit,"Wardha , Maharashtra",D000658,161.177.41.214,Branch,51,Farmer,179,1,11388.15,2024-11-04 08:07:27,Viangi,Female,1993-11-09,2009-11-06,31,,,Crop/Seed seller
TX000468,AC00300,63.41,2013-12-31,Debit,"Melghat , Maharashtra",D000116,141.241.241.128,ATM,26,Farmer,36,1,1546.22,2024-11-04 08:07:15,Ankshi,Female,1950-09-17,2009-02-02,74,,,Crop/Seed seller
TX001518,AC00302,736.53,2010-01-01,Debit,"Washim , Maharashtra",D000548,219.193.239.152,ATM,55,Labour,120,1,9826.26,2024-11-04 08:09:38,Rajit,Male,1959-12-20,2009-04-22,65,,,Migration Help
TX000855,AC00302,50.63,2011-01-01,Debit,"Wardha , Maharashtra",D000314,9.230.41.239,Online,64,Retired,143,1,4732.81,2024-11-04 08:12:22,Roraj,Male,1954-07-02,2009-01-08,71,,,Kirana
TX001762,AC00302,254.34,2012-01-01,Debit,"Parbhani , Maharashtra",D000412,214.125.131.88,Online,49,Labour,79,1,5461.08,2024-11-04 08:11:06,Moram,Male,1970-11-26,2009-01-12,54,,,Migration Help
TX002475,AC00302,865.17,2012-12-31,Debit,"Melghat , Maharashtra",D000381,77.21.150.75,Branch,24,Farmer,161,1,9297.5,2024-11-04 08:10:13,Anvani,Female,1978-01-16,2009-06-03,47,,,Crop/Seed seller
TX001985,AC00303,1512.99,2010-01-01,Debit,"Wardha , Maharashtra",D000032,195.164.171.146,Online,19,Labour,50,1,9963.39,2024-11-04 08:09:45,Mekshi,Female,1956-09-28,2009-08-03,68,,,Migration Help
TX001200,AC00303,161.31,2011-01-01,Debit,"Nandurbar , Maharashtra",D000577,34.86.220.205,ATM,28,Labour,13,1,1268.67,2024-11-04 08:08:54,Bakshi,Female,1952-05-02,2009-07-06,73,,,Migration Help
TX000153,AC00303,267.9,2012-01-01,Debit,"Parbhani , Maharashtra",D000605,216.32.4.105,Online,20,Farmer,160,1,596.16,2024-11-04 08:08:34,Supriya,Female,1973-10-21,2009-07-15,51,,,Crop/Seed seller
TX000087,AC00303,24.56,2012-12-31,Debit,"Gadchiroli , Maharashtra",D000428,16.131.3.140,Branch,64,Retired,69,1,9869.93,2024-11-04 08:12:05,Anmita,Female,1974-06-06,2009-09-18,51,,,Kirana
TX001647,AC00303,40.79,2013-12-31,Debit,"Dhule , Maharashtra",D000405,177.116.108.246,ATM,18,Labour,80,1,1769.33,2024-11-04 08:11:29,Kakshi,Female,1946-06-15,2009-11-28,79,,,Migration Help
TX002429,AC00303,981.9,2014-12-31,Credit,"Gadchiroli , Maharashtra",D000686,160.65.101.37,Online,43,Labour,112,1,9018.33,2024-11-04 08:06:53,Viraj,Male,1946-06-20,2009-02-03,79,,,Migration Help
TX001706,AC00305,14.08,2010-01-01,Debit,"Hingoli , Maharashtra",D000447,101.90.40.193,Branch,57,Labour,154,1,3908.65,2024-11-04 08:08:27,Raesh,Male,2000-04-06,2009-08-28,25,,,Migration Help
TX000484,AC00305,99.11,2011-01-01,Debit,"Gadchiroli , Maharashtra",D000195,42.219.228.159,Online,55,Farmer,12,1,5414.87,2024-11-04 08:09:35,Banita,Female,1984-07-23,2009-06-28,40,,,Crop/Seed seller
TX001365,AC00305,16.55,2012-01-01,Debit,"Gadchiroli , Maharashtra",D000477,214.32.109.197,Branch,26,Labour,159,1,6089.79,2024-11-04 08:08:11,Viesha,Female,1976-02-08,2009-09-11,49,,,Migration Help
TX001846,AC00305,637.48,2012-12-31,Debit,"Melghat , Maharashtra",D000005,72.192.101.196,Online,65,Retired,207,1,4148.85,2024-11-04 08:08:09,Saraj,Male,1986-10-18,2009-09-01,38,,,Kirana
TX001619,AC00305,108.75,2013-12-31,Debit,"Buldhana , Maharashtra",D000081,119.163.214.161,ATM,50,Farmer,23,4,14829.85,2024-11-04 08:10:18,Shnath,Male,2002-05-05,2009-10-31,23,,,Crop/Seed seller
TX001748,AC00305,506.9,2014-12-31,Credit,"Parbhani , Maharashtra",D000337,138.210.196.19,Branch,64,Retired,56,1,11471.87,2024-11-04 08:10:09,Moram,Male,1964-02-11,2009-09-16,61,,,Kirana
TX002423,AC00306,133.06,2010-01-01,Debit,"Yavatmal, Maharashtra",D000616,106.244.1.47,Online,35,Farmer,143,1,8843.44,2024-11-04 08:09:53,Kashree,Female,1977-09-08,2009-02-22,47,,,Crop/Seed seller
TX000305,AC00306,361.46,2011-01-01,Debit,"Yavatmal, Maharashtra",D000169,171.150.178.172,Online,21,Farmer,83,1,4737.84,2024-11-04 08:10:42,Suvani,Female,1954-09-22,2009-03-26,70,,,Crop/Seed seller
TX000399,AC00306,202.86,2012-01-01,Credit,"Yavatmal, Maharashtra",D000589,93.169.212.219,Branch,61,Retired,149,1,7642.25,2024-11-04 08:08:54,Anika,Female,2006-02-26,2009-11-23,19,,,Kirana
TX002426,AC00306,468.32,2012-12-31,Debit,"Washim , Maharashtra",D000200,203.245.215.62,Online,69,Retired,152,1,4710.04,2024-11-04 08:06:47,Kaesha,Female,1952-08-14,2009-04-22,72,,,Kirana
TX001131,AC00306,9.18,2013-12-31,Debit,"Wardha , Maharashtra",D000535,82.88.241.226,Online,22,Farmer,140,1,887.32,2024-11-04 08:09:48,Moshree,Female,1967-01-14,2009-09-20,58,,,Crop/Seed seller
TX000481,AC00306,144.3,2014-12-31,Debit,"Hingoli , Maharashtra",D000098,93.170.203.44,ATM,18,Labour,88,1,312.19,2024-11-04 08:10:39,Dinita,Female,1974-07-14,2009-03-13,51,,,Migration Help
TX000260,AC00307,312.88,2010-01-01,Credit,"Gadchiroli , Maharashtra",D000503,201.114.165.141,Branch,54,Farmer,44,1,233.21,2024-11-04 08:07:23,Annita,Female,1973-11-20,2009-01-05,51,,,Crop/Seed seller
TX000834,AC00307,81.27,2011-01-01,Credit,"Hingoli , Maharashtra",D000228,201.95.180.152,Online,22,Farmer,68,1,1814.48,2024-11-04 08:10:47,Maveer,Male,1970-06-02,2009-03-05,55,,,Crop/Seed seller
TX000456,AC00307,219.63,2012-01-01,Debit,"Dhule , Maharashtra",D000220,146.47.189.38,ATM,48,Labour,44,1,8013.63,2024-11-04 08:07:29,Roram,Male,1988-04-20,2009-05-29,37,,,Migration Help
TX002398,AC00308,330.91,2010-01-01,Debit,"Buldhana , Maharashtra",D000005,184.185.209.72,ATM,36,Labour,28,1,6481.35,2024-11-04 08:11:10,Baesha,Female,1997-10-01,2009-01-26,27,,,Migration Help
TX002399,AC00308,153.55,2011-01-01,Debit,"Washim , Maharashtra",D000438,168.55.35.243,Online,37,Labour,16,1,5619.91,2024-11-04 08:07:38,Meika,Female,1953-01-10,2009-10-21,72,,,Migration Help
TX001164,AC00309,52.04,2010-01-01,Credit,"Yavatmal, Maharashtra",D000310,105.87.212.115,Branch,50,Labour,31,1,8436.12,2024-11-04 08:07:38,Shjit,Male,1960-09-17,2009-08-05,64,,,Migration Help
TX001552,AC00310,757.15,2010-01-01,Debit,"Buldhana , Maharashtra",D000463,200.13.225.150,Online,53,Labour,38,1,4702.86,2024-11-04 08:08:06,Baangi,Female,1987-10-20,2009-05-14,37,,,Migration Help
TX002067,AC00310,258.7,2011-01-01,Debit,"Nandurbar , Maharashtra",D000285,161.71.2.223,ATM,27,Labour,123,1,1358.37,2024-11-04 08:06:36,Maram,Male,1988-09-12,2009-12-02,36,,,Migration Help
TX001526,AC00310,591.98,2012-01-01,Debit,"Hingoli , Maharashtra",D000560,7.146.35.122,ATM,28,Farmer,132,1,387.65,2024-11-04 08:07:44,Bamita,Female,1983-04-10,2009-10-01,42,,,Crop/Seed seller
TX001103,AC00310,64.92,2012-12-31,Debit,"Washim , Maharashtra",D000110,186.57.149.225,Branch,58,Farmer,236,1,5481.76,2024-11-04 08:11:10,Shram,Male,1965-05-14,2009-01-29,60,,,Crop/Seed seller
TX001042,AC00310,832.3,2013-12-31,Credit,"Gadchiroli , Maharashtra",D000153,73.156.208.26,Branch,69,Retired,86,1,6617.52,2024-11-04 08:06:47,Rapriya,Female,1966-03-17,2009-02-08,59,,,Kirana
TX000092,AC00310,223.85,2014-12-31,Debit,"Buldhana , Maharashtra",D000481,133.223.159.151,ATM,53,Labour,55,4,2929.91,2024-11-04 08:08:01,Raveer,Male,1984-05-08,2009-03-16,41,,,Migration Help
TX000318,AC00310,350.94,2015-12-31,Debit,"Melghat , Maharashtra",D000154,100.137.90.188,ATM,20,Farmer,64,1,221.56,2024-11-04 08:10:35,Makar,Male,1965-04-01,2009-07-27,60,,,Crop/Seed seller
TX000683,AC00312,10.07,2010-01-01,Debit,"Buldhana , Maharashtra",D000494,23.92.205.75,Online,24,Farmer,49,1,530.81,2024-11-04 08:08:57,Baika,Female,2006-08-08,2009-04-12,18,,,Crop/Seed seller
TX001354,AC00312,1510.71,2011-01-01,Debit,"Washim , Maharashtra",D000106,193.209.134.233,Online,66,Retired,51,1,2060.02,2024-11-04 08:09:11,Diika,Female,1976-04-18,2009-04-03,49,,,Kirana
TX000606,AC00312,7.31,2012-01-01,Debit,"Wardha , Maharashtra",D000060,160.160.113.117,Branch,78,Retired,282,1,5757.67,2024-11-04 08:07:15,Viangi,Female,1978-06-02,2009-08-17,47,,,Kirana
TX002459,AC00312,430.83,2012-12-31,Debit,"Yavatmal, Maharashtra",D000195,87.50.72.69,Branch,18,Labour,292,1,941.49,2024-11-04 08:07:49,Baangi,Female,1942-01-21,2009-09-28,83,,,Migration Help
TX000030,AC00313,56.17,2010-01-01,Debit,"Buldhana , Maharashtra",D000297,33.28.138.82,Branch,27,Labour,283,1,1351.69,2024-11-04 08:08:30,Sushree,Female,1988-03-10,2009-09-10,37,,,Migration Help
TX001690,AC00313,27.51,2011-01-01,Credit,"Gadchiroli , Maharashtra",D000250,47.82.77.181,Online,40,Labour,103,1,13645.63,2024-11-04 08:06:27,Maesh,Male,1961-06-09,2009-09-27,64,,,Migration Help
TX000526,AC00313,660.02,2012-01-01,Debit,"Melghat , Maharashtra",D000462,77.7.223.184,Branch,20,Farmer,84,1,414.43,2024-11-04 08:08:35,Lapal,Male,1950-01-05,2009-01-13,75,,,Crop/Seed seller
TX001812,AC00314,73.83,2010-01-01,Debit,"Dhule , Maharashtra",D000546,44.67.137.125,Online,69,Retired,69,1,6020.29,2024-11-04 08:06:50,Kapriya,Female,1988-08-07,2009-09-27,36,,,Kirana
TX002257,AC00314,317.53,2011-01-01,Debit,"Melghat , Maharashtra",D000034,137.33.78.168,Online,44,Labour,104,1,6237.68,2024-11-04 08:06:39,Vikshi,Female,1963-09-23,2009-10-06,61,,,Migration Help
TX000542,AC00314,65.09,2012-01-01,Credit,"Dhule , Maharashtra",D000434,144.91.150.133,Online,44,Labour,159,1,9370.9,2024-11-04 08:09:41,Rojit,Male,1971-01-14,2009-08-26,54,,,Migration Help
TX000226,AC00314,486.59,2012-12-31,Debit,"Nandurbar , Maharashtra",D000029,129.102.184.189,Branch,57,Labour,119,1,2513.56,2024-11-04 08:10:02,Adveer,Male,1947-05-24,2009-11-29,78,,,Migration Help
TX002458,AC00315,79.92,2010-01-01,Debit,"Washim , Maharashtra",D000193,42.3.3.101,ATM,44,Labour,274,2,9138.76,2024-11-04 08:09:14,Addeep,Male,1973-03-08,2009-02-12,52,,,Migration Help
TX001390,AC00315,459.25,2011-01-01,Debit,"Gadchiroli , Maharashtra",D000248,28.149.72.129,Branch,25,Farmer,59,1,130.76,2024-11-04 08:11:47,Denath,Male,1974-11-03,2009-11-08,50,,,Crop/Seed seller
TX002332,AC00315,75.43,2012-01-01,Debit,"Gadchiroli , Maharashtra",D000280,5.50.152.168,ATM,77,Retired,266,1,1441.86,2024-11-04 08:11:19,Ramita,Female,1950-01-09,2009-09-26,75,,,Kirana
TX002241,AC00315,207.65,2012-12-31,Debit,"Melghat , Maharashtra",D000511,152.234.65.155,Online,34,Labour,98,1,5143.8,2024-11-04 08:09:29,Lalata,Female,1950-09-25,2009-05-06,74,,,Migration Help
TX001401,AC00315,185.81,2013-12-31,Debit,"Nandurbar , Maharashtra",D000696,201.114.165.141,Online,32,Labour,116,1,9588.71,2024-11-04 08:10:15,Anangi,Female,1986-04-05,2009-04-01,39,,,Migration Help
TX001369,AC00316,487.16,2010-01-01,Credit,"Hingoli , Maharashtra",D000361,156.96.135.18,Branch,28,Labour,84,1,321.21,2024-11-04 08:12:22,Deesh,Male,1951-12-06,2009-04-18,73,,,Migration Help
TX000330,AC00316,22.63,2011-01-01,Debit,"Melghat , Maharashtra",D000488,165.114.224.47,Online,53,Labour,112,1,4438.03,2024-11-04 08:10:56,Raveer,Male,1956-10-12,2009-04-21,68,,,Migration Help
TX000976,AC00316,314.54,2012-01-01,Credit,"Washim , Maharashtra",D000168,116.237.223.50,Branch,58,Farmer,228,1,9923.45,2024-11-04 08:11:02,Viraj,Male,1983-10-24,2009-06-11,41,,,Crop/Seed seller
TX000808,AC00316,668.67,2012-12-31,Debit,"Wardha , Maharashtra",D000682,184.59.28.72,Online,44,Labour,143,4,13446.81,2024-11-04 08:06:29,Rajit,Male,1987-01-25,2009-05-18,38,,,Migration Help
TX000376,AC00316,1392.54,2013-12-31,Debit,"Parbhani , Maharashtra",D000113,63.67.150.226,Branch,41,Labour,297,1,13347.69,2024-11-04 08:09:15,Dejit,Male,1974-02-07,2009-04-19,51,,,Migration Help
TX000544,AC00316,552.02,2014-12-31,Credit,"Wardha , Maharashtra",D000061,156.173.170.140,ATM,44,Farmer,100,1,522.08,2024-11-04 08:09:25,Vipal,Male,1993-04-10,2009-05-13,32,,,Crop/Seed seller
TX001607,AC00317,757.79,2010-01-01,Debit,"Wardha , Maharashtra",D000032,49.174.157.140,Online,22,Labour,117,1,1443.02,2024-11-04 08:08:27,Lalata,Female,1986-12-19,2009-08-23,38,,,Migration Help
TX000559,AC00317,260.31,2011-01-01,Debit,"Nandurbar , Maharashtra",D000404,195.226.203.234,Branch,63,Retired,113,1,10980.38,2024-11-04 08:12:03,Suvani,Female,1978-08-26,2009-04-27,46,,,Kirana
TX002482,AC00317,400.69,2012-01-01,Debit,"Parbhani , Maharashtra",D000107,155.140.33.42,Online,32,Farmer,26,1,9040.33,2024-11-04 08:07:57,Dekar,Male,1994-10-28,2009-07-13,30,,,Crop/Seed seller
TX000947,AC00317,179.76,2012-12-31,Debit,"Washim , Maharashtra",D000038,193.190.29.63,Online,78,Retired,81,1,5909.52,2024-11-04 08:09:23,Roesh,Male,1957-09-02,2009-06-29,67,,,Kirana
TX002050,AC00317,864.72,2013-12-31,Credit,"Yavatmal, Maharashtra",D000622,161.71.2.223,Branch,34,Labour,58,1,7379.38,2024-11-04 08:11:10,Suika,Female,1994-11-27,2009-03-25,30,,,Migration Help
TX001056,AC00317,13.48,2014-12-31,Debit,"Washim , Maharashtra",D000279,32.169.88.41,Online,18,Farmer,20,3,521.88,2024-11-04 08:10:20,Sapal,Male,1990-01-20,2009-02-19,35,,,Crop/Seed seller
TX000017,AC00317,555.8,2015-12-31,Credit,"Melghat , Maharashtra",D000671,53.218.177.171,Branch,19,Farmer,158,1,1131.26,2024-11-04 08:07:35,Annita,Female,1978-06-12,2009-09-11,47,,,Crop/Seed seller
TX000492,AC00318,505.19,2010-01-01,Debit,"Gadchiroli , Maharashtra",D000660,60.89.202.192,ATM,30,Labour,128,5,5326.68,2024-11-04 08:10:19,Raan,Male,1972-12-05,2009-02-17,52,,,Migration Help
TX000112,AC00318,245.54,2011-01-01,Debit,"Dhule , Maharashtra",D000536,44.197.126.59,ATM,25,Labour,180,1,985.06,2024-11-04 08:10:26,Anesha,Female,1962-04-15,2009-03-01,63,,,Migration Help
TX001045,AC00318,109.3,2012-01-01,Debit,"Melghat , Maharashtra",D000006,93.146.251.20,Branch,56,Labour,27,1,13510.11,2024-11-04 08:06:29,Ravani,Female,1981-12-02,2009-03-15,43,,,Migration Help
TX001692,AC00318,207.71,2012-12-31,Credit,"Parbhani , Maharashtra",D000377,79.227.202.117,Online,25,Labour,63,1,570.1,2024-11-04 08:10:55,Raesh,Male,1997-06-16,2009-03-02,28,,,Migration Help
TX000421,AC00318,946.94,2013-12-31,Debit,"Wardha , Maharashtra",D000019,30.92.249.132,Branch,53,Labour,251,1,5579.11,2024-11-04 08:07:11,Meesha,Female,1960-05-17,2009-03-19,65,,,Migration Help
TX000067,AC00319,298.42,2010-01-01,Debit,"Parbhani , Maharashtra",D000435,92.214.76.157,Branch,56,Farmer,225,1,3014.75,2024-11-04 08:10:12,Lakar,Male,1985-09-18,2009-02-09,39,,,Crop/Seed seller
TX001788,AC00319,253.46,2011-01-01,Debit,"Hingoli , Maharashtra",D000057,8.243.4.138,ATM,45,Labour,60,1,1338.95,2024-11-04 08:07:11,Rashree,Female,1991-05-08,2009-11-02,34,,,Migration Help
TX000264,AC00319,512.81,2012-01-01,Debit,"Washim , Maharashtra",D000611,82.75.200.117,Branch,79,Retired,30,1,6994.34,2024-11-04 08:11:58,Vikar,Male,1992-04-25,2009-10-30,33,,,Kirana
TX000825,AC00319,60.99,2012-12-31,Debit,"Melghat , Maharashtra",D000651,5.50.152.168,Branch,34,Labour,58,1,7281.46,2024-11-04 08:07:51,Bakshi,Female,1993-07-03,2009-10-28,32,,,Migration Help
TX000814,AC00319,542.75,2013-12-31,Credit,"Washim , Maharashtra",D000641,82.115.199.37,Branch,70,Retired,63,1,2224.08,2024-11-04 08:08:27,Vikshi,Female,1994-03-28,2009-01-19,31,,,Kirana
TX001714,AC00320,100.68,2010-01-01,Debit,"Parbhani , Maharashtra",D000484,60.153.124.80,Online,63,Retired,139,1,1123.75,2024-11-04 08:12:10,Majit,Male,1944-10-05,2009-08-08,80,,,Kirana
TX002462,AC00320,337.99,2011-01-01,Debit,"Yavatmal, Maharashtra",D000420,113.115.81.178,ATM,70,Retired,115,1,9038.63,2024-11-04 08:06:36,Laesha,Female,1945-08-13,2009-01-30,79,,,Kirana
TX000936,AC00320,20.64,2012-01-01,Debit,"Buldhana , Maharashtra",D000063,197.23.128.119,Branch,22,Labour,59,1,949.38,2024-11-04 08:09:17,Maveer,Male,1940-12-14,2009-07-21,84,,,Migration Help
TX001883,AC00320,182.29,2012-12-31,Debit,"Buldhana , Maharashtra",D000193,13.30.106.126,Online,54,Labour,123,1,522.39,2024-11-04 08:08:24,Ropal,Male,2002-07-01,2009-10-18,23,,,Migration Help
TX000130,AC00320,1036.66,2013-12-31,Debit,"Dhule , Maharashtra",D000015,53.218.177.171,Branch,58,Labour,144,1,5541.57,2024-11-04 08:09:24,Bapriya,Female,2000-04-22,2009-06-16,25,,,Migration Help
TX000186,AC00321,399.21,2010-01-01,Debit,"Gadchiroli , Maharashtra",D000301,30.229.179.194,ATM,59,Farmer,109,1,3210.39,2024-11-04 08:08:21,Adraj,Male,1999-06-11,2009-01-19,26,,,Crop/Seed seller
TX000854,AC00321,59.51,2011-01-01,Credit,"Wardha , Maharashtra",D000263,86.220.59.252,Online,36,Labour,55,1,9955.88,2024-11-04 08:12:18,Kanita,Female,1991-05-16,2009-11-21,34,,,Migration Help
TX002495,AC00322,433.9,2010-01-01,Debit,"Washim , Maharashtra",D000295,38.210.156.148,Online,65,Retired,37,1,9013.1,2024-11-04 08:07:44,Kapriya,Female,1942-06-24,2009-07-28,83,,,Kirana
TX002509,AC00322,251.54,2011-01-01,Debit,"Melghat , Maharashtra",D000410,49.174.157.140,Branch,48,Farmer,177,1,254.75,2024-11-04 08:11:42,Dipriya,Female,1964-08-18,2009-10-18,60,,,Crop/Seed seller
TX000555,AC00322,43.73,2012-01-01,Debit,"Nandurbar , Maharashtra",D000631,194.88.79.54,ATM,34,Labour,145,1,9929.43,2024-11-04 08:10:33,Memita,Female,1960-04-06,2009-06-13,65,,,Migration Help
TX002294,AC00322,141.37,2012-12-31,Debit,"Wardha , Maharashtra",D000119,52.196.112.199,Online,46,Farmer,77,1,1019.77,2024-11-04 08:11:41,Sadeep,Male,1968-02-05,2009-05-07,57,,,Crop/Seed seller
TX000372,AC00322,132.84,2013-12-31,Debit,"Parbhani , Maharashtra",D000244,147.114.91.132,ATM,21,Farmer,143,1,822.73,2024-11-04 08:08:40,Ronath,Male,1996-04-16,2009-05-16,29,,,Crop/Seed seller
TX002323,AC00322,802.89,2014-12-31,Debit,"Gadchiroli , Maharashtra",D000050,139.23.212.102,ATM,19,Farmer,175,1,1973.63,2024-11-04 08:11:17,Raan,Male,1959-03-21,2009-08-27,66,,,Crop/Seed seller
TX000387,AC00322,74.42,2015-12-31,Debit,"Dhule , Maharashtra",D000273,76.136.92.235,Online,49,Farmer,68,1,6264.21,2024-11-04 08:11:23,Dedeep,Male,1987-09-07,2009-09-26,37,,,Crop/Seed seller
